CHROM	POS	N_ALLELES	N_CHR	p1	p2	pop
chr1	126363	2	30	1	0	BT
chr1	126462	2	28	1	0	BT
chr1	126464	2	28	0.357143	0.642857	BT
chr1	126516	2	30	1	0	BT
chr1	126609	2	32	1	0	BT
chr1	126787	2	30	0.933333	0.0666667	BT
chr1	127075	2	30	1	0	BT
chr1	127162	2	32	0.96875	0.03125	BT
chr1	127359	2	30	1	0	BT
chr1	127902	2	28	0.928571	0.0714286	BT
chr1	127916	2	32	0.9375	0.0625	BT
chr1	127939	2	32	1	0	BT
chr1	128241	2	32	1	0	BT
chr1	128244	2	32	0.875	0.125	BT
chr1	128253	2	32	0.75	0.25	BT
chr1	128419	2	28	1	0	BT
chr1	128466	2	28	0.75	0.25	BT
chr1	128526	2	32	0.9375	0.0625	BT
chr1	128770	2	30	0.666667	0.333333	BT
chr1	128937	2	30	0.8	0.2	BT
chr1	129150	2	32	0.65625	0.34375	BT
chr1	129374	2	32	0.875	0.125	BT
chr1	129619	2	30	1	0	BT
chr1	129656	2	32	0.5	0.5	BT
chr1	129824	2	28	0.892857	0.107143	BT
chr1	129855	2	32	0.9375	0.0625	BT
chr1	129857	2	32	1	0	BT
chr1	129860	2	32	1	0	BT
chr1	129878	2	32	1	0	BT
chr1	129950	2	32	1	0	BT
chr1	129953	2	32	1	0	BT
chr1	130002	2	30	0.933333	0.0666667	BT
chr1	130008	2	30	0.866667	0.133333	BT
chr1	130784	2	30	0.0666667	0.933333	BT
chr1	130843	2	30	1	0	BT
chr1	130866	2	30	0.7	0.3	BT
chr1	131029	2	28	1	0	BT
chr1	131684	2	30	0.266667	0.733333	BT
chr1	131754	2	32	0.3125	0.6875	BT
chr1	131994	2	30	1	0	BT
chr1	132007	2	30	1	0	BT
chr1	132442	2	30	1	0	BT
chr1	132562	2	32	0.90625	0.09375	BT
chr1	132579	2	32	1	0	BT
chr1	132702	2	30	0.933333	0.0666667	BT
chr1	132810	2	32	1	0	BT
chr1	133048	2	28	1	0	BT
chr1	133206	2	30	0.9	0.1	BT
chr1	133388	2	32	1	0	BT
chr1	133389	2	32	0.84375	0.15625	BT
chr1	134814	2	30	1	0	BT
chr1	135255	2	32	0.5625	0.4375	BT
chr1	135256	2	32	1	0	BT
chr1	135264	2	32	0.9375	0.0625	BT
chr1	135366	2	30	0.566667	0.433333	BT
chr1	135478	2	28	0.142857	0.857143	BT
chr1	135644	2	24	0.916667	0.0833333	BT
chr1	135948	2	26	1	0	BT
chr1	136073	2	30	1	0	BT
chr1	136229	2	32	1	0	BT
chr1	136234	2	32	0.65625	0.34375	BT
chr1	136240	2	32	1	0	BT
chr1	136411	2	32	0.78125	0.21875	BT
chr1	137171	2	26	0.807692	0.192308	BT
chr1	137179	2	26	1	0	BT
chr1	137206	2	26	0.0384615	0.961538	BT
chr1	137244	2	32	0.9375	0.0625	BT
chr1	137382	2	30	0.9	0.1	BT
chr1	137706	2	30	0.5	0.5	BT
chr1	137742	2	30	0.833333	0.166667	BT
chr1	137754	2	30	0.933333	0.0666667	BT
chr1	137770	2	30	0.9	0.1	BT
chr1	137861	2	28	0.464286	0.535714	BT
chr1	137928	2	30	1	0	BT
chr1	138223	2	24	1	0	BT
chr1	138968	2	24	1	0	BT
chr1	139152	2	32	1	0	BT
chr1	139206	2	30	0.866667	0.133333	BT
chr1	139813	2	32	0.9375	0.0625	BT
chr1	139869	2	30	0.9	0.1	BT
chr1	139890	2	30	1	0	BT
chr1	140216	2	26	1	0	BT
chr1	140324	2	30	1	0	BT
chr1	140332	2	26	0.653846	0.346154	BT
chr1	140455	2	30	1	0	BT
chr1	140912	2	30	0.566667	0.433333	BT
chr1	140948	2	30	0.733333	0.266667	BT
chr1	141052	2	30	0.9	0.1	BT
chr1	141129	2	28	0.928571	0.0714286	BT
chr1	141357	2	28	0.785714	0.214286	BT
chr1	141438	2	30	0.8	0.2	BT
chr1	141524	2	30	0.833333	0.166667	BT
chr1	141527	2	30	0.766667	0.233333	BT
chr1	141542	2	30	0.966667	0.0333333	BT
chr1	141617	2	30	0.7	0.3	BT
chr1	141635	2	32	1	0	BT
chr1	142149	2	24	0.0833333	0.916667	BT
chr1	142167	2	32	1	0	BT
chr1	142622	2	30	0.866667	0.133333	BT
chr1	142874	2	30	0.833333	0.166667	BT
chr1	142875	2	30	0.966667	0.0333333	BT
chr1	142877	2	30	0.833333	0.166667	BT
chr1	142882	2	30	0.833333	0.166667	BT
chr1	142960	2	32	0.78125	0.21875	BT
chr1	142963	2	32	1	0	BT
chr1	142975	2	32	0.53125	0.46875	BT
chr1	143163	2	26	0.730769	0.269231	BT
chr1	143240	2	32	1	0	BT
chr1	143324	2	30	0.9	0.1	BT
chr1	143334	2	30	0.9	0.1	BT
chr1	143344	2	30	0.966667	0.0333333	BT
chr1	143442	2	30	0.466667	0.533333	BT
chr1	143470	2	32	0.59375	0.40625	BT
chr1	143476	2	32	0.8125	0.1875	BT
chr1	143491	2	32	0.78125	0.21875	BT
chr1	143492	2	32	0.78125	0.21875	BT
chr1	143813	2	30	0.966667	0.0333333	BT
chr1	143982	2	28	0.642857	0.357143	BT
chr1	144084	2	32	1	0	BT
chr1	144137	2	32	0.8125	0.1875	BT
chr1	144366	2	30	1	0	BT
chr1	144726	2	30	0.733333	0.266667	BT
chr1	144916	2	30	0.1	0.9	BT
chr1	144947	2	30	0.966667	0.0333333	BT
chr1	145049	2	32	1	0	BT
chr1	145055	2	32	0.9375	0.0625	BT
chr1	145061	2	32	0.90625	0.09375	BT
chr1	145074	2	32	1	0	BT
chr1	145126	2	30	0.566667	0.433333	BT
chr1	145164	2	32	0.75	0.25	BT
chr1	145303	2	32	0.46875	0.53125	BT
chr1	145304	2	32	1	0	BT
chr1	145394	2	32	1	0	BT
chr1	145409	2	26	0.576923	0.423077	BT
chr1	145451	2	32	1	0	BT
chr1	145466	2	32	0.9375	0.0625	BT
chr1	145469	2	32	0.90625	0.09375	BT
chr1	145470	2	32	1	0	BT
chr1	145473	2	32	1	0	BT
chr1	146385	2	32	0.875	0.125	BT
chr1	146397	2	32	1	0	BT
chr1	146668	2	30	1	0	BT
chr1	146670	2	30	1	0	BT
chr1	146744	2	30	1	0	BT
chr1	146927	2	30	0.933333	0.0666667	BT
chr1	147088	2	32	1	0	BT
chr1	147232	2	28	1	0	BT
chr1	147235	2	28	0.892857	0.107143	BT
chr1	147437	2	32	0.15625	0.84375	BT
chr1	147481	2	32	0.6875	0.3125	BT
chr1	147537	2	30	0.4	0.6	BT
chr1	147950	2	30	0.8	0.2	BT
chr1	148240	2	30	0.8	0.2	BT
chr1	148856	2	30	0.933333	0.0666667	BT
chr1	149047	2	32	0.9375	0.0625	BT
chr1	149102	2	28	0.928571	0.0714286	BT
chr1	149189	2	28	0.821429	0.178571	BT
chr1	149432	2	30	1	0	BT
chr1	150506	2	28	1	0	BT
chr1	150590	2	28	1	0	BT
chr1	150596	2	30	1	0	BT
chr1	150787	2	28	0.785714	0.214286	BT
chr1	151024	2	28	0.25	0.75	BT
chr1	151077	2	28	0.892857	0.107143	BT
chr1	151293	2	32	1	0	BT
chr1	151339	2	30	1	0	BT
chr1	151607	2	30	1	0	BT
chr1	151643	2	32	0.8125	0.1875	BT
chr1	151652	2	32	1	0	BT
chr1	151689	2	30	0.766667	0.233333	BT
chr1	151945	2	32	1	0	BT
chr1	152287	2	32	1	0	BT
chr1	152434	2	22	0.909091	0.0909091	BT
chr1	152445	2	22	0.772727	0.227273	BT
chr1	152450	2	22	0.954545	0.0454545	BT
chr1	152454	2	22	1	0	BT
chr1	152455	2	22	0.954545	0.0454545	BT
chr1	153016	2	30	0.433333	0.566667	BT
chr1	153184	2	28	0.892857	0.107143	BT
chr1	153190	2	30	0.866667	0.133333	BT
chr1	153260	2	30	1	0	BT
chr1	153493	2	30	1	0	BT
chr1	153619	2	30	1	0	BT
chr1	153643	2	30	1	0	BT
chr1	153644	2	30	1	0	BT
chr1	153927	2	28	0.857143	0.142857	BT
chr1	153941	2	30	0.9	0.1	BT
chr1	154266	2	26	0.576923	0.423077	BT
chr1	154267	2	26	1	0	BT
chr1	154280	2	26	0.730769	0.269231	BT
chr1	154436	2	30	0.866667	0.133333	BT
chr1	154757	2	30	0.866667	0.133333	BT
chr1	154781	2	28	1	0	BT
chr1	154866	2	30	0.2	0.8	BT
chr1	154879	2	32	0.90625	0.09375	BT
chr1	155098	2	32	0.9375	0.0625	BT
chr1	155441	2	32	0.6875	0.3125	BT
chr1	155554	2	32	1	0	BT
chr1	155600	2	32	0.84375	0.15625	BT
chr1	155601	2	32	0.9375	0.0625	BT
chr1	155610	2	32	0.875	0.125	BT
chr1	155622	2	32	1	0	BT
chr1	155781	2	24	0.541667	0.458333	BT
chr1	155865	2	28	0.714286	0.285714	BT
chr2	119	2	30	1	0	BT
chr2	489	2	28	0.464286	0.535714	BT
chr2	573	2	30	0.8	0.2	BT
chr2	837	2	32	0.53125	0.46875	BT
chr2	917	2	30	1	0	BT
chr2	919	2	30	0.9	0.1	BT
chr2	931	2	30	0.966667	0.0333333	BT
chr2	1280	2	30	1	0	BT
chr2	1515	2	28	0.892857	0.107143	BT
chr2	1557	2	30	0.766667	0.233333	BT
chr2	1781	2	28	0.464286	0.535714	BT
chr2	1906	2	28	1	0	BT
chr2	2370	2	32	0.9375	0.0625	BT
chr2	2541	2	28	0.928571	0.0714286	BT
chr2	2572	2	30	1	0	BT
chr2	2587	2	30	0.8	0.2	BT
chr2	2588	2	30	0.8	0.2	BT
chr2	3014	2	32	0.40625	0.59375	BT
chr2	3101	2	32	0.9375	0.0625	BT
chr2	3104	2	32	0.96875	0.03125	BT
chr2	3114	2	32	0.9375	0.0625	BT
chr2	3123	2	32	1	0	BT
chr2	3127	2	32	0.8125	0.1875	BT
chr2	3128	2	32	0.875	0.125	BT
chr2	3221	2	28	0.714286	0.285714	BT
chr2	3252	2	32	0.90625	0.09375	BT
chr2	3301	2	32	0.78125	0.21875	BT
chr2	3309	2	32	0.78125	0.21875	BT
chr2	3629	2	26	1	0	BT
chr2	3791	2	32	1	0	BT
chr2	3799	2	32	0.9375	0.0625	BT
chr2	3822	2	32	0.84375	0.15625	BT
chr2	3896	2	30	0.9	0.1	BT
chr2	4002	2	30	0.933333	0.0666667	BT
chr2	4278	2	32	1	0	BT
chr2	4279	2	32	1	0	BT
chr2	4281	2	32	1	0	BT
chr2	4315	2	32	0.46875	0.53125	BT
chr2	4435	2	32	1	0	BT
chr2	4436	2	32	0.8125	0.1875	BT
chr2	4440	2	32	1	0	BT
chr2	4444	2	32	0.8125	0.1875	BT
chr2	4688	2	30	0.733333	0.266667	BT
chr2	4820	2	32	0.90625	0.09375	BT
chr2	5517	2	28	0.928571	0.0714286	BT
chr2	5549	2	28	1	0	BT
chr2	6008	2	32	1	0	BT
chr2	6259	2	24	1	0	BT
chr2	6456	2	32	1	0	BT
chr2	6614	2	32	0.9375	0.0625	BT
chr2	6896	2	30	0.933333	0.0666667	BT
chr2	7220	2	30	1	0	BT
chr2	7304	2	30	0.766667	0.233333	BT
chr2	7707	2	32	0.90625	0.09375	BT
chr2	7829	2	28	1	0	BT
chr2	8030	2	32	0.96875	0.03125	BT
chr2	8183	2	32	0.75	0.25	BT
chr2	8184	2	32	1	0	BT
chr2	8241	2	28	0.821429	0.178571	BT
chr2	8417	2	32	0.59375	0.40625	BT
chr2	8935	2	22	0.772727	0.227273	BT
chr2	8953	2	22	1	0	BT
chr2	9074	2	30	1	0	BT
chr2	9186	2	30	0.966667	0.0333333	BT
chr2	9376	2	30	0.9	0.1	BT
chr2	9407	2	24	1	0	BT
chr2	9427	2	24	0.833333	0.166667	BT
chr2	9544	2	28	0.928571	0.0714286	BT
chr2	9796	2	22	1	0	BT
chr2	10775	2	20	0	1	BT
chr2	10920	2	30	1	0	BT
chr2	11063	2	32	1	0	BT
chr2	11081	2	32	1	0	BT
chr2	11284	2	28	1	0	BT
chr2	11311	2	32	0.78125	0.21875	BT
chr2	11321	2	32	0.96875	0.03125	BT
chr2	11335	2	32	0.9375	0.0625	BT
chr2	11458	2	28	1	0	BT
chr2	11826	2	28	0.928571	0.0714286	BT
chr2	11872	2	18	1	0	BT
chr2	12043	2	30	0.966667	0.0333333	BT
chr2	12094	2	30	0.666667	0.333333	BT
chr2	12121	2	28	0.892857	0.107143	BT
chr2	12177	2	30	0.366667	0.633333	BT
chr2	12268	2	30	1	0	BT
chr2	12283	2	30	0.933333	0.0666667	BT
chr2	12395	2	32	0.90625	0.09375	BT
chr2	12486	2	30	1	0	BT
chr2	12488	2	30	0.566667	0.433333	BT
chr2	12797	2	30	0.866667	0.133333	BT
chr2	12799	2	30	0.966667	0.0333333	BT
chr2	12801	2	30	0.966667	0.0333333	BT
chr2	12805	2	30	1	0	BT
chr2	12872	2	32	1	0	BT
chr2	12928	2	30	1	0	BT
chr2	12966	2	28	1	0	BT
chr2	13078	2	30	0.666667	0.333333	BT
chr2	13130	2	32	0.75	0.25	BT
chr2	13148	2	26	0.807692	0.192308	BT
chr2	13526	2	30	0.6	0.4	BT
chr2	13675	2	26	0.923077	0.0769231	BT
chr2	13699	2	32	0.71875	0.28125	BT
chr2	13781	2	30	0.466667	0.533333	BT
chr2	14023	2	26	0.153846	0.846154	BT
chr2	14325	2	30	1	0	BT
chr2	14467	2	26	0.884615	0.115385	BT
chr2	14504	2	24	1	0	BT
chr2	14722	2	30	0.366667	0.633333	BT
chr2	14840	2	28	1	0	BT
chr2	14842	2	28	1	0	BT
chr2	15253	2	28	1	0	BT
chr2	15255	2	28	1	0	BT
chr2	15285	2	30	0.7	0.3	BT
chr2	15297	2	30	1	0	BT
chr2	15742	2	30	1	0	BT
chr2	15785	2	32	0.5	0.5	BT
chr2	15866	2	28	1	0	BT
chr2	16029	2	32	0.71875	0.28125	BT
chr2	16244	2	30	1	0	BT
chr2	16279	2	30	0.833333	0.166667	BT
chr2	16329	2	26	0.269231	0.730769	BT
chr2	16731	2	24	1	0	BT
chr2	17203	2	24	0.625	0.375	BT
chr2	17428	2	32	0.9375	0.0625	BT
chr2	17671	2	28	0.107143	0.892857	BT
chr2	17991	2	30	0.866667	0.133333	BT
chr2	18215	2	22	0.727273	0.272727	BT
chr2	18450	2	28	1	0	BT
chr2	18911	2	30	1	0	BT
chr2	18929	2	30	0.5	0.5	BT
chr2	18931	2	30	0.5	0.5	BT
chr2	19019	2	30	0.866667	0.133333	BT
chr2	19036	2	30	0.8	0.2	BT
chr2	19389	2	30	0.9	0.1	BT
chr2	19421	2	32	0.09375	0.90625	BT
chr2	19646	2	24	0.875	0.125	BT
chr2	19987	2	28	0.928571	0.0714286	BT
chr2	20117	2	26	0.846154	0.153846	BT
chr2	20213	2	32	0.90625	0.09375	BT
chr2	20279	2	32	0.9375	0.0625	BT
chr2	20284	2	32	1	0	BT
chr2	20315	2	28	0.964286	0.0357143	BT
chr2	20935	2	32	0.9375	0.0625	BT
chr2	20947	2	32	1	0	BT
chr2	21242	2	30	1	0	BT
chr2	21323	2	32	0.84375	0.15625	BT
chr2	21498	2	32	0.84375	0.15625	BT
chr2	21503	2	32	0.875	0.125	BT
chr2	21504	2	32	1	0	BT
chr2	21517	2	32	1	0	BT
chr2	21525	2	32	0.84375	0.15625	BT
chr2	21789	2	30	0.966667	0.0333333	BT
chr2	21916	2	26	1	0	BT
chr2	22124	2	28	0.928571	0.0714286	BT
chr2	22814	2	28	1	0	BT
chr2	22859	2	28	0.785714	0.214286	BT
chr2	22996	2	30	1	0	BT
chr2	23154	2	30	0.8	0.2	BT
chr2	23338	2	32	0.875	0.125	BT
chr2	23411	2	28	0.857143	0.142857	BT
chr2	23647	2	32	0.9375	0.0625	BT
chr2	23706	2	30	1	0	BT
chr2	24018	2	26	0.884615	0.115385	BT
chr2	24411	2	32	1	0	BT
chr2	24424	2	32	0.90625	0.09375	BT
chr2	24692	2	28	0.142857	0.857143	BT
chr2	24761	2	30	1	0	BT
chr2	24771	2	28	0.607143	0.392857	BT
chr2	24776	2	28	0.857143	0.142857	BT
chr2	25154	2	32	0.90625	0.09375	BT
chr2	25384	2	32	1	0	BT
chr2	25409	2	32	0.96875	0.03125	BT
chr2	25639	2	22	1	0	BT
chr2	25695	2	32	0.8125	0.1875	BT
chr2	26096	2	24	0.291667	0.708333	BT
chr2	26156	2	28	0.821429	0.178571	BT
chr2	27018	2	30	0.9	0.1	BT
chr2	27385	2	32	0.9375	0.0625	BT
chr2	27390	2	32	0.9375	0.0625	BT
chr2	27606	2	32	0.8125	0.1875	BT
chr2	27715	2	28	0.857143	0.142857	BT
chr2	27728	2	32	1	0	BT
chr2	27833	2	32	0.96875	0.03125	BT
chr2	27880	2	32	0.5625	0.4375	BT
chr2	27894	2	32	1	0	BT
chr2	28276	2	32	0.9375	0.0625	BT
chr2	28286	2	32	0.90625	0.09375	BT
chr2	28480	2	32	0.6875	0.3125	BT
chr2	28483	2	32	0.1875	0.8125	BT
chr2	28863	2	30	0.866667	0.133333	BT
chr2	29204	2	28	1	0	BT
chr2	29634	2	32	0.59375	0.40625	BT
chr2	29660	2	32	1	0	BT
chr2	30006	2	32	1	0	BT
chr2	30008	2	32	0.8125	0.1875	BT
chr2	30198	2	28	1	0	BT
chr2	30266	2	30	1	0	BT
chr2	30320	2	26	0.846154	0.153846	BT
chr2	30729	2	30	0.766667	0.233333	BT
chr2	30770	2	24	0.625	0.375	BT
chr2	30779	2	24	0.833333	0.166667	BT
chr2	30822	2	28	0.964286	0.0357143	BT
chr2	30913	2	30	1	0	BT
chr2	31110	2	30	1	0	BT
chr2	31111	2	30	1	0	BT
chr2	31115	2	30	1	0	BT
chr2	31241	2	28	0.928571	0.0714286	BT
chr2	31458	2	28	0.857143	0.142857	BT
chr2	31530	2	32	0.90625	0.09375	BT
chr2	31569	2	28	0.428571	0.571429	BT
chr2	31583	2	32	0.625	0.375	BT
chr2	31988	2	32	0.8125	0.1875	BT
chr2	32046	2	26	0.846154	0.153846	BT
chr2	32072	2	26	0.846154	0.153846	BT
chr2	32180	2	30	1	0	BT
chr2	32225	2	30	1	0	BT
chr2	32241	2	30	0.8	0.2	BT
chr2	32599	2	30	1	0	BT
chr2	32632	2	24	1	0	BT
chr2	33197	2	28	1	0	BT
chr2	33237	2	32	1	0	BT
chr2	33361	2	32	1	0	BT
chr2	33363	2	32	1	0	BT
chr2	33520	2	32	0.75	0.25	BT
chr2	33774	2	28	0.964286	0.0357143	BT
chr2	33789	2	28	0.928571	0.0714286	BT
chr2	33796	2	28	0.75	0.25	BT
chr2	33799	2	28	1	0	BT
chr2	34010	2	26	0.692308	0.307692	BT
chr2	34298	2	32	0.53125	0.46875	BT
chr2	34423	2	30	1	0	BT
chr2	34460	2	32	1	0	BT
chr2	34464	2	32	0.84375	0.15625	BT
chr2	34556	2	30	0.9	0.1	BT
chr2	34781	2	32	1	0	BT
chr2	34792	2	32	0.875	0.125	BT
chr2	34838	2	28	0.857143	0.142857	BT
chr2	35019	2	28	1	0	BT
chr2	35060	2	26	0.769231	0.230769	BT
chr2	35254	2	30	0.9	0.1	BT
chr2	35559	2	32	1	0	BT
chr2	35667	2	30	0.466667	0.533333	BT
chr2	35722	2	32	1	0	BT
chr2	35868	2	28	0.607143	0.392857	BT
chr2	35889	2	28	0.964286	0.0357143	BT
chr2	36366	2	30	1	0	BT
chr2	36501	2	30	0.166667	0.833333	BT
chr2	36536	2	22	0.909091	0.0909091	BT
chr2	36537	2	22	0.772727	0.227273	BT
chr2	36586	2	28	0.892857	0.107143	BT
chr2	36727	2	30	0.5	0.5	BT
chr2	36933	2	32	0.1875	0.8125	BT
chr2	37016	2	28	0.571429	0.428571	BT
chr2	37737	2	30	1	0	BT
chr2	37738	2	30	1	0	BT
chr2	38215	2	30	1	0	BT
chr2	38265	2	30	1	0	BT
chr2	38275	2	26	1	0	BT
chr2	38480	2	32	0.625	0.375	BT
chr2	38502	2	30	1	0	BT
chr2	38781	2	24	0.666667	0.333333	BT
chr2	38784	2	24	0.666667	0.333333	BT
chr2	38850	2	30	0.733333	0.266667	BT
chr2	38899	2	28	0.678571	0.321429	BT
chr2	38900	2	28	1	0	BT
chr2	38908	2	28	1	0	BT
chr2	38911	2	28	0.857143	0.142857	BT
chr2	39212	2	32	0.6875	0.3125	BT
chr2	39256	2	28	0.964286	0.0357143	BT
chr2	39340	2	30	0	1	BT
chr2	39476	2	30	1	0	BT
chr2	39655	2	26	1	0	BT
chr2	39819	2	26	0.5	0.5	BT
chr2	39857	2	28	0.642857	0.357143	BT
chr2	40171	2	20	1	0	BT
chr2	40872	2	28	0.928571	0.0714286	BT
chr2	40966	2	30	0.4	0.6	BT
chr2	41031	2	28	1	0	BT
chr2	41466	2	30	1	0	BT
chr2	41554	2	30	1	0	BT
chr2	41628	2	32	0.9375	0.0625	BT
chr2	41894	2	30	1	0	BT
chr2	41946	2	30	0.9	0.1	BT
chr2	42020	2	26	0.923077	0.0769231	BT
chr2	42196	2	30	0.966667	0.0333333	BT
chr2	42273	2	30	0.966667	0.0333333	BT
chr2	42519	2	28	1	0	BT
chr2	42524	2	28	1	0	BT
chr2	42708	2	32	1	0	BT
chr2	42739	2	28	1	0	BT
chr2	42811	2	26	0.807692	0.192308	BT
chr2	42813	2	26	0.653846	0.346154	BT
chr2	43050	2	32	0.53125	0.46875	BT
chr2	43119	2	26	1	0	BT
chr2	43120	2	26	0.653846	0.346154	BT
chr2	43261	2	30	0.933333	0.0666667	BT
chr2	43407	2	30	0.866667	0.133333	BT
chr2	43442	2	26	0	1	BT
chr2	43730	2	30	1	0	BT
chr2	43964	2	30	0.9	0.1	BT
chr2	44004	2	28	0.928571	0.0714286	BT
chr2	44045	2	30	0	1	BT
chr2	44327	2	30	1	0	BT
chr2	44364	2	32	1	0	BT
chr2	44632	2	28	1	0	BT
chr2	44651	2	32	1	0	BT
chr2	44919	2	32	1	0	BT
chr2	45111	2	30	0.866667	0.133333	BT
chr2	45205	2	32	1	0	BT
chr2	45211	2	32	1	0	BT
chr2	45291	2	30	0.733333	0.266667	BT
chr2	45619	2	30	0.9	0.1	BT
chr2	46027	2	32	0.84375	0.15625	BT
chr2	46157	2	28	1	0	BT
chr2	46524	2	30	0.933333	0.0666667	BT
chr2	46552	2	30	1	0	BT
chr2	46698	2	32	1	0	BT
chr2	47082	2	32	1	0	BT
chr2	47118	2	24	0.875	0.125	BT
chr2	47708	2	32	1	0	BT
chr2	47718	2	32	0.96875	0.03125	BT
chr2	47994	2	32	1	0	BT
chr2	48090	2	32	0.9375	0.0625	BT
chr2	48176	2	30	0.8	0.2	BT
chr2	48235	2	30	0.8	0.2	BT
chr2	48589	2	24	1	0	BT
chr2	48617	2	30	0.666667	0.333333	BT
chr2	49396	2	32	0.96875	0.03125	BT
chr2	49457	2	30	1	0	BT
chr2	49463	2	30	1	0	BT
chr2	49869	2	32	0.9375	0.0625	BT
chr2	49872	2	32	0.65625	0.34375	BT
chr2	49876	2	32	0.9375	0.0625	BT
chr2	49878	2	32	0.90625	0.09375	BT
chr2	49891	2	32	1	0	BT
chr2	49928	2	30	0.433333	0.566667	BT
chr2	50035	2	32	0.3125	0.6875	BT
chr2	50288	2	30	0.766667	0.233333	BT
chr2	50501	2	26	0.0769231	0.923077	BT
chr2	50800	2	26	1	0	BT
chr2	51104	2	30	0.766667	0.233333	BT
chr2	51112	2	30	1	0	BT
chr2	51668	2	32	1	0	BT
chr2	51678	2	32	1	0	BT
chr2	51729	2	28	0.892857	0.107143	BT
chr2	52190	2	32	1	0	BT
chr2	52206	2	30	0.933333	0.0666667	BT
chr2	52460	2	30	1	0	BT
chr2	52571	2	32	1	0	BT
chr2	52644	2	24	1	0	BT
chr2	52694	2	28	0.964286	0.0357143	BT
chr2	53337	2	32	1	0	BT
chr2	54711	2	30	0.466667	0.533333	BT
chr2	54868	2	30	0.8	0.2	BT
chr2	54990	2	28	1	0	BT
chr2	55041	2	28	0.0357143	0.964286	BT
chr2	55073	2	32	0.96875	0.03125	BT
chr2	55088	2	30	1	0	BT
chr2	55759	2	30	0.633333	0.366667	BT
chr2	55902	2	24	0.833333	0.166667	BT
chr2	56142	2	30	1	0	BT
chr2	56179	2	30	0.9	0.1	BT
chr2	56372	2	24	0.75	0.25	BT
chr2	56706	2	28	1	0	BT
chr2	56814	2	22	1	0	BT
chr2	56833	2	22	0.227273	0.772727	BT
chr2	56891	2	28	0.928571	0.0714286	BT
chr2	56925	2	30	0.833333	0.166667	BT
chr2	56979	2	32	1	0	BT
chr2	57161	2	28	0.892857	0.107143	BT
chr2	57214	2	30	1	0	BT
chr2	57405	2	32	0.03125	0.96875	BT
chr2	57891	2	28	1	0	BT
chr2	58565	2	28	0.892857	0.107143	BT
chr2	58865	2	28	1	0	BT
chr2	58940	2	32	1	0	BT
chr2	59085	2	30	0.9	0.1	BT
chr2	59253	2	30	0.866667	0.133333	BT
chr2	59304	2	30	0.1	0.9	BT
chr2	59345	2	30	1	0	BT
chr2	59591	2	28	0.464286	0.535714	BT
chr2	59646	2	28	0.892857	0.107143	BT
chr2	59698	2	32	0.90625	0.09375	BT
chr2	59699	2	32	0.875	0.125	BT
chr2	59834	2	28	1	0	BT
chr2	60209	2	28	1	0	BT
chr2	60270	2	30	0.9	0.1	BT
chr2	60346	2	30	1	0	BT
chr2	60412	2	32	0.03125	0.96875	BT
chr2	60519	2	30	1	0	BT
chr2	60729	2	32	0.375	0.625	BT
chr2	60943	2	30	1	0	BT
chr2	61202	2	32	0.96875	0.03125	BT
chr2	61234	2	32	0.84375	0.15625	BT
chr2	61362	2	32	0.84375	0.15625	BT
chr2	61828	2	30	0.933333	0.0666667	BT
chr2	62210	2	24	0.5	0.5	BT
chr2	62237	2	28	1	0	BT
chr2	62633	2	26	0.846154	0.153846	BT
chr2	62693	2	30	1	0	BT
chr2	63143	2	30	0.933333	0.0666667	BT
chr2	63259	2	28	1	0	BT
chr2	63403	2	30	0.0333333	0.966667	BT
chr2	63417	2	30	1	0	BT
chr2	63421	2	30	1	0	BT
chr2	63676	2	32	1	0	BT
chr2	63777	2	30	1	0	BT
chr2	64036	2	30	0.833333	0.166667	BT
chr2	64038	2	30	0.9	0.1	BT
chr2	64236	2	32	0.90625	0.09375	BT
chr2	64250	2	32	0.71875	0.28125	BT
chr2	64271	2	30	0.633333	0.366667	BT
chr2	64338	2	28	1	0	BT
chr2	64341	2	28	0.785714	0.214286	BT
chr2	64350	2	28	1	0	BT
chr2	64362	2	28	0.892857	0.107143	BT
chr2	64503	2	30	0.866667	0.133333	BT
chr2	64766	2	28	1	0	BT
chr2	64955	2	30	1	0	BT
chr2	64992	2	30	1	0	BT
chr2	65080	2	30	1	0	BT
chr2	65178	2	32	0.9375	0.0625	BT
chr2	65180	2	32	1	0	BT
chr2	65203	2	32	0.875	0.125	BT
chr2	65253	2	28	1	0	BT
chr2	65264	2	28	1	0	BT
chr2	65359	2	32	1	0	BT
chr2	65459	2	28	0.642857	0.357143	BT
chr2	65551	2	32	1	0	BT
chr2	65575	2	32	1	0	BT
chr2	65657	2	28	0.821429	0.178571	BT
chr2	66123	2	30	0.9	0.1	BT
chr2	66378	2	28	0.5	0.5	BT
chr2	66414	2	28	0.714286	0.285714	BT
chr2	66535	2	32	0.96875	0.03125	BT
chr2	66958	2	28	0.892857	0.107143	BT
chr2	67040	2	28	0.75	0.25	BT
chr2	67161	2	32	1	0	BT
chr2	67274	2	30	0.1	0.9	BT
chr2	67278	2	30	0.1	0.9	BT
chr2	67346	2	30	0.9	0.1	BT
chr2	67562	2	28	0.75	0.25	BT
chr2	67673	2	32	0.09375	0.90625	BT
chr2	67845	2	32	0.96875	0.03125	BT
chr2	67881	2	32	0.84375	0.15625	BT
chr2	68246	2	30	0.466667	0.533333	BT
